City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,klaksvik,62.2266,-6.589,12.51,92,100,5.45,FO,1690879612
270,labrador city,52.9463,-66.9114,3.95,100,75,1.54,CA,1690879613
271,mugia,43.1041,-9.2179,20.51,96,100,3.63,ES,1690879613
272,ochakiv,46.6128,31.5498,24.94,55,83,2.0,UA,1690879613
273,qamdo,31.1667,97.2333,16.67,44,100,1.73,CN,1690879614
274,cockburn town,21.4612,-71.1419,28.63,77,100,7.08,TC,1690879614
275,aki,33.5,133.9,29.97,83,21,2.24,JP,1690879615
276,aquitania,5.5197,-72.8875,8.16,98,99,1.01,CO,1690879615
277,cao bang,22.6667,106.25,27.31,95,100,1.49,VN,1690879615
278,srandakan,-7.9386,110.2506,26.28,74,1,5.81,ID,1690879616
279,nova sintra,14.8667,-24.7167,23.02,85,29,4.08,CV,1690879616
280,tamanrasset,22.785,5.5228,36.95,8,0,8.23,DZ,1690879616
281,geraldton,-28.7667,114.6,22.23,33,0,5.14,AU,1690879617
282,crane,31.3974,-102.3501,28.41,45,93,5.81,US,1690879618
283,daru,-9.0763,143.2092,25.09,84,84,7.41,PG,1690879618
284,greenland,43.0362,-70.8328,17.19,84,20,2.06,US,1690879618
285,mount isa,-20.7333,139.5,22.87,31,0,3.09,AU,1690879619
286,fedorovka,53.6314,62.7078,26.63,48,86,2.67,KZ,1690879619
287,harper,4.375,-7.7169,24.63,88,100,4.33,LR,1690879619
288,nadym,65.5333,72.5167,24.38,46,88,2.99,RU,1690879620
289,urangan,-25.3,152.9,20.67,73,9,3.89,AU,1690879553
290,vilyuchinsk,52.9306,158.4028,13.15,86,72,1.09,RU,1690879621
291,saint-francois,46.4154,3.9054,21.69,64,100,6.17,FR,1690879621
292,ancud,-41.8697,-73.8203,8.31,76,93,7.64,CL,1690879622
293,mandalgovi,45.7625,106.2708,22.38,60,100,4.29,MN,1690879622
294,petropavlivka,48.4564,36.4367,31.57,29,32,3.03,UA,1690879622
295,nacozari de garcia,30.3742,-109.6908,23.76,51,0,1.16,MX,1690879623
296,tongouson,5.0214,120.1328,28.91,75,83,4.18,PH,1690879623
297,duba,27.3513,35.6901,32.88,52,1,5.36,SA,1690879624
298,krasnyy chikoy,50.3643,108.7512,32.02,39,81,1.94,RU,1690879624
299,sirte,31.2089,16.5887,29.81,58,0,3.14,LY,1690879625
300,pascagoula,30.3658,-88.5561,27.03,96,0,0.0,US,1690879528
301,ji'an,27.1172,114.9793,32.9,55,34,1.53,CN,1690879625
302,aioun,16.6614,-9.6149,32.53,46,86,4.81,MR,1690879626
303,wanning,18.8003,110.3967,29.44,81,100,2.63,CN,1690879626
304,praia da vitoria,38.7333,-27.0667,24.86,94,20,3.16,PT,1690879627
305,santa elena,-2.2333,-80.85,21.72,84,74,2.0,EC,1690879627
306,jebrail,39.3992,47.0283,30.69,37,0,3.78,AZ,1690879628
307,koani,-6.1333,39.2833,28.95,53,8,5.49,TZ,1690879628
308,la passe,45.5549,-0.8967,21.13,68,88,6.98,FR,1690879629
309,juba,4.8517,31.5825,24.3,78,100,0.33,SS,1690879565
310,jianshui,23.6363,102.8264,25.61,79,100,2.25,CN,1690879629
311,rikaze,29.25,88.8833,24.89,28,94,2.59,CN,1690879630
312,port augusta,-32.5,137.7667,11.82,77,0,3.85,AU,1690879630
313,kolonia,50.9333,6.95,19.42,77,75,6.69,DE,1690879630
314,tazacorte,28.629,-17.9293,25.64,72,0,7.2,ES,1690879631
315,gogosu,44.3739,22.5931,28.7,42,6,1.56,RO,1690879631
316,pacocha,-17.5833,-71.3333,16.64,81,0,2.01,PE,1690879632
317,el calafate,-50.3408,-72.2768,2.8,88,82,7.78,AR,1690879632
318,palmerstown,51.4158,-3.2404,18.14,73,40,6.69,GB,1690879632
319,queenstown,-31.8976,26.8753,8.17,53,8,0.48,ZA,1690879633
320,buala,-8.145,159.5921,25.89,87,93,4.99,SB,1690879633
321,leh,34.1667,77.5833,23.18,25,67,1.3,IN,1690879633
322,san pedro pochutla,15.7333,-96.4667,24.84,94,100,1.98,MX,1690879634
323,sinnar,13.5691,33.5672,27.89,57,100,9.08,SD,1690879634
324,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1690879635
325,temple,31.0982,-97.3428,30.53,54,0,3.09,US,1690879635
326,anadyr,64.75,177.4833,15.56,72,0,5.81,RU,1690879636
327,arkhangel'sk,64.5401,40.5433,23.67,71,69,3.38,RU,1690879636
328,manado,1.487,124.8455,30.43,70,40,2.57,ID,1690879637
329,hadibu,12.65,54.0333,29.08,63,50,12.48,YE,1690879637
330,kunashak,55.7032,61.5498,25.05,67,77,2.5,RU,1690879637
331,arar,30.9753,41.0381,41.01,6,0,2.06,SA,1690879638
332,collinsville,38.6703,-89.9846,23.34,85,75,2.68,US,1690879486
333,gaziantep,37.0594,37.3825,33.96,21,0,1.54,TR,1690879593
334,sabang,5.8933,95.3214,27.95,76,100,10.46,ID,1690879639
335,maputo,-25.9653,32.5892,20.44,58,52,6.36,MZ,1690879639
336,papao,-17.75,-149.55,22.82,75,17,6.36,PF,1690879639
337,yanahuanca,-10.5167,-76.4986,-1.11,87,62,0.52,PE,1690879640
338,weno,7.4515,151.8468,29.97,84,100,1.54,FM,1690879641
339,awjilah,29.1081,21.2869,32.75,35,0,3.02,LY,1690879641
340,port macquarie,-31.4333,152.9167,14.38,65,0,3.35,AU,1690879641
341,maych'ew,12.7875,39.5422,22.76,41,69,2.3,ET,1690879642
342,ueno-ebisumachi,34.75,136.1333,28.13,79,59,0.35,JP,1690879642
343,el abiodh sidi cheikh,32.893,0.5484,33.18,17,33,5.48,DZ,1690879643
344,ketchikan,55.3422,-131.6461,14.26,94,100,4.63,US,1690879643
345,akureyri,65.6835,-18.0878,9.96,87,75,3.09,IS,1690879644
346,kirakira,-10.4544,161.9205,24.5,90,70,4.28,SB,1690879644
347,palmas,-10.2128,-48.3603,25.93,44,0,3.09,BR,1690879644
348,imbituba,-28.24,-48.6703,16.03,76,30,2.07,BR,1690879627
349,taroa,8.7058,171.2275,28.0,77,100,5.93,MH,1690879645
350,baise city,23.8997,106.6133,30.24,81,97,2.42,CN,1690879645
351,laurel,39.0993,-76.8483,20.91,86,0,0.0,US,1690879505
352,capinopolis,-18.6819,-49.5697,18.44,51,0,2.58,BR,1690879646
353,cabo san lucas,22.8909,-109.9124,29.78,71,1,4.14,MX,1690879311
354,tsiombe,-25.3,45.4833,23.29,62,88,6.17,MG,1690879647
355,wajir,1.7471,40.0573,28.98,51,75,6.69,KE,1690879649
356,piravam,9.8667,76.5,31.99,53,100,4.69,IN,1690879649
357,port lincoln,-34.7333,135.8667,13.19,78,84,2.68,AU,1690879649
358,newcastle,-32.9272,151.7765,17.06,71,0,0.89,AU,1690879400
359,nar'yan-mar,67.6713,53.087,28.74,46,57,4.22,RU,1690879650
360,haiku-pauwela,20.9219,-156.3051,24.47,76,0,7.72,US,1690879651
361,thinadhoo,0.5333,72.9333,28.07,75,69,2.95,MV,1690879651
362,butha-buthe,-28.8333,28.5,4.51,18,0,0.9,LS,1690879651
363,freeport,40.6576,-73.5832,21.99,72,75,3.6,US,1690879652
364,ponta delgada,37.7333,-25.6667,25.83,88,75,0.0,PT,1690879627
365,road town,18.4167,-64.6167,28.05,79,64,5.98,VG,1690879652
366,sinjai,-5.1241,120.253,27.11,72,8,2.99,ID,1690879653
367,guerrero negro,27.9769,-114.0611,21.62,77,8,2.96,MX,1690879553
368,mucur,39.0615,34.3829,29.01,18,0,3.07,TR,1690879654
369,kiunga,-6.1219,141.2906,23.84,97,26,1.39,PG,1690879654
370,nago,26.5881,127.9761,28.47,85,100,20.53,JP,1690879654
371,kenai,60.5544,-151.2583,13.05,92,0,2.06,US,1690879655
372,mankoeng,-23.9,29.8167,16.01,23,0,5.53,ZA,1690879655
373,dembi dolo,8.5333,34.8,19.66,73,80,2.72,ET,1690879655
374,celestun,20.8667,-90.4,25.53,85,31,3.22,MX,1690879656
375,cherdyn',60.403,56.4787,26.52,35,85,2.28,RU,1690879656
376,kachug,53.9606,105.8817,30.6,35,100,2.41,RU,1690879656
377,letterkenny,54.95,-7.7333,14.96,77,98,4.78,IE,1690879657
378,christchurch,-43.5333,172.6333,8.56,67,16,6.69,NZ,1690879640
379,san clemente,33.427,-117.612,24.9,90,52,0.68,US,1690879511
380,st. john's,47.5649,-52.7093,15.44,97,75,2.57,CA,1690879593
381,igarka,67.4667,86.5833,29.06,36,2,3.65,RU,1690879658
382,hami,42.8,93.45,35.67,16,0,5.35,CN,1690879658
383,gordonvale,-17.0936,145.7842,22.17,94,39,2.78,AU,1690879600
384,belmonte,-15.8631,-38.8828,20.33,83,16,2.56,BR,1690879659
385,howrah,22.5892,88.3103,34.0,70,75,3.6,IN,1690879659
386,twon-brass,4.3151,6.2418,25.69,82,100,9.24,NG,1690879660
387,menaka,15.9182,2.4022,33.7,43,99,8.26,ML,1690879660
388,uturoa,-16.7333,-151.4333,26.57,76,78,6.69,PF,1690879661
389,nizhneudinsk,54.9076,99.0276,29.62,40,100,1.49,RU,1690879661
390,chonchi,-42.6128,-73.8092,6.56,80,44,3.56,CL,1690879661
391,ko lanta,7.5336,99.0865,28.22,79,98,9.24,TH,1690879662
392,port isabel,26.0734,-97.2086,28.92,88,0,2.06,US,1690879662
393,karachi,24.9056,67.0822,29.9,74,75,5.14,PK,1690879578
394,elko,41.0002,-115.5012,21.24,26,97,1.34,US,1690879663
395,las palmas,28.4204,-14.0131,25.44,57,0,8.75,ES,1690879663
396,wynne,35.2245,-90.7868,24.66,69,80,2.48,US,1690879663
397,waingapu,-9.6567,120.2641,27.3,60,4,8.19,ID,1690879664
398,new holland,40.1018,-76.0852,18.37,88,0,2.06,US,1690879664
399,gabu,12.2833,-14.2167,25.79,90,94,2.78,GW,1690879665
400,kirensk,57.7853,108.1119,24.05,67,31,2.97,RU,1690879665
401,ostrow wielkopolski,51.655,17.8069,18.71,70,100,7.05,PL,1690879665
402,linfen,36.0889,111.5189,34.09,48,73,3.68,CN,1690879551
403,chul'man,56.8479,124.9104,16.47,72,100,3.68,RU,1690879666
404,lake murray of richland,34.1205,-81.2645,21.71,69,35,2.23,US,1690879666
405,laojunmiao,39.8333,97.7333,26.39,27,75,6.52,CN,1690879667
406,hasaki,35.7333,140.8333,26.28,85,100,6.48,JP,1690879667
407,buka,40.8108,69.1986,42.42,9,3,3.89,UZ,1690879667
408,zakynthos,37.7914,20.8953,31.68,66,0,1.03,GR,1690879668
409,jha-jha,24.7667,86.3667,36.44,49,100,1.72,IN,1690879668
410,fortuna,40.5982,-124.1573,15.52,93,100,2.06,US,1690879669
411,badiyah,22.45,58.8,38.7,25,25,3.22,OM,1690879669
412,novyy rogachik,48.6768,44.0608,33.5,24,62,2.69,RU,1690879669
413,viedma,-40.8135,-62.9967,15.35,43,3,9.43,AR,1690879670
414,yeniseysk,58.4497,92.1703,24.81,73,27,1.41,RU,1690879670
415,aripuana,-9.1667,-60.6333,20.91,57,7,0.75,BR,1690879671
416,stevens point,44.5236,-89.5746,14.7,62,0,0.0,US,1690879671
417,berdigestyakh,62.0989,126.6992,19.27,42,93,3.11,RU,1690879672
418,la sarre,48.8002,-79.1996,9.45,74,95,1.37,CA,1690879496
419,shenjiamen,29.9576,122.298,28.74,83,51,7.61,CN,1690879672
420,xiazhuang,34.9161,118.6389,28.91,76,87,5.48,CN,1690879673
421,salym,60.0625,71.4789,20.33,87,99,3.59,RU,1690879673
422,carauari,-4.8828,-66.8958,22.42,69,54,0.77,BR,1690879673
423,culpeper,38.5004,-77.9664,18.87,91,0,0.0,US,1690879674
424,hotan,37.0997,79.9269,34.94,12,60,5.9,CN,1690879674
425,kapa'a,22.0752,-159.319,27.18,83,20,5.66,US,1690879674
426,carutapera,-1.195,-46.02,24.32,94,15,3.27,BR,1690879675
427,valparaiso,-33.0393,-71.6273,14.44,67,100,3.09,CL,1690879675
428,meizhou,24.2977,116.1072,28.02,80,99,0.74,CN,1690879675
429,calabozo,8.9242,-67.4293,22.53,96,66,0.83,VE,1690879676
430,jining,35.405,116.5814,31.99,64,7,4.36,CN,1690879676
431,saldanha,-33.0117,17.9442,12.03,59,7,3.47,ZA,1690879677
432,maitum,6.0392,124.4986,28.49,76,95,2.82,PH,1690879677
433,al jawf,29.5,38.75,37.99,13,0,3.2,SA,1690879677
434,malmesbury,-33.4608,18.7271,12.64,63,50,1.96,ZA,1690879678
435,vila franca do campo,37.7167,-25.4333,25.66,86,21,1.87,PT,1690879678
436,sorong,-0.8833,131.25,27.69,82,15,4.84,ID,1690879678
437,severobaykal'sk,55.65,109.3167,20.93,56,99,1.94,RU,1690879679
438,konarka,19.9,86.1167,28.22,87,100,6.15,IN,1690879679
439,maues,-3.3836,-57.7186,23.72,63,22,0.81,BR,1690879680
440,namsos,64.4662,11.4957,21.03,64,40,4.12,NO,1690879680
441,aur,8.1499,171.1687,27.57,78,100,3.76,MH,1690879680
442,fort bragg,35.139,-79.006,21.91,96,40,1.54,US,1690879681
443,ust'-ilimsk,58.0006,102.6619,26.61,51,38,1.05,RU,1690879681
444,qarauyl,48.9451,79.255,30.69,27,100,2.89,KZ,1690879682
445,kailua-kona,19.6406,-155.9956,26.98,90,20,2.06,US,1690879546
446,berezovyy,51.6667,135.7,21.26,75,93,2.51,RU,1690879682
447,korla,41.7597,86.1469,34.69,22,71,7.29,CN,1690879683
448,dharur,18.8167,76.1167,28.51,61,69,9.89,IN,1690879683
449,ploneour-lanvern,47.9,-4.2833,17.18,94,75,4.12,FR,1690879683
450,arraial do cabo,-22.9661,-42.0278,19.23,87,77,3.84,BR,1690879684
451,ponthierry,48.5337,2.5442,19.61,77,75,7.2,FR,1690879684
452,ixtapa,20.7,-105.2,27.9,88,100,1.48,MX,1690879680
453,aqadyr,48.2553,72.8483,32.68,21,4,2.78,KZ,1690879685
454,kushiro,42.975,144.3747,19.53,100,100,1.03,JP,1690879685
455,pyt-yakh,60.7499,72.8582,25.1,55,83,4.79,RU,1690879686
456,lionel town,17.8101,-77.2406,27.94,78,100,2.1,JM,1690879686
457,sebastopol,44.6,33.5333,25.93,50,36,2.74,UA,1690879530
458,bogale,16.2833,95.4,29.39,77,100,8.11,MM,1690879687
459,sola,-13.8833,167.55,24.66,72,31,10.55,VU,1690879687
460,black river,18.0264,-77.8487,25.88,78,74,1.42,JM,1690879687
461,muroto-misakicho,33.2833,134.15,28.19,82,9,3.85,JP,1690879688
462,boughton,53.2,-0.9833,17.01,82,100,6.09,GB,1690879688
463,paredon,16.0333,-93.8667,26.02,87,100,2.82,MX,1690879689
464,patong,7.8961,98.2966,29.08,82,84,8.83,TH,1690879689
465,bereznik,62.8551,42.7072,20.35,84,100,2.12,RU,1690879690
466,sao felix do xingu,-6.6447,-51.995,21.84,65,11,1.01,BR,1690879690
467,khandyga,62.6667,135.6,16.71,65,67,1.78,RU,1690879690
468,zhosaly,45.4878,64.0781,37.42,15,39,8.15,KZ,1690879691
469,piti village,13.4626,144.6933,29.49,84,20,3.6,GU,1690879691
470,glace bay,46.1969,-59.957,16.43,97,100,3.09,CA,1690879692
471,bodo,67.28,14.405,21.64,61,0,5.66,NO,1690879692
472,suntar,62.1444,117.6319,22.27,28,0,3.07,RU,1690879693
473,quepos,9.4236,-84.1652,25.14,90,98,1.28,CR,1690879693
474,tralee,52.2704,-9.7026,16.14,88,75,3.6,IE,1690879694
475,torghay,49.6339,63.4981,32.76,19,0,6.91,KZ,1690879694
476,vallenar,-28.5708,-70.7581,14.8,64,0,0.17,CL,1690879694
477,kaga bandoro,6.9896,19.1874,21.58,98,100,1.33,CF,1690879695
478,tidjikja,18.5564,-11.4271,30.3,45,31,9.36,MR,1690879695
479,derzhavinsk,51.1,66.3167,32.66,27,29,2.05,KZ,1690879696
480,shimoda,34.6667,138.95,26.2,81,68,3.58,JP,1690879696
481,santana,-0.0583,-51.1817,26.1,100,40,2.06,BR,1690879696
482,maumere,-8.6199,122.2111,26.64,65,13,0.61,ID,1690879697
483,mwinilunga,-11.7358,24.4293,26.19,21,4,4.32,ZM,1690879697
484,jumla,29.2747,82.1838,23.75,76,96,2.22,NP,1690879697
485,werota,11.9167,37.7,21.08,79,86,2.4,ET,1690879698
486,colby,39.3958,-101.0524,22.22,92,100,4.63,US,1690879698
487,dyurtyuli,55.4911,54.8688,24.76,52,40,3.29,RU,1690879699
488,pervomayskiy,53.2485,40.2871,22.9,66,100,3.72,RU,1690879699
489,guayaramerin,-10.8368,-65.3614,20.59,57,1,0.61,BO,1690879700
490,tangalle,6.024,80.7911,36.09,61,100,8.67,LK,1690879700
491,nanao,37.05,136.9667,31.39,77,17,1.64,JP,1690879701
492,champerico,14.3,-91.9167,26.22,80,100,2.54,GT,1690879701
493,greymouth,-42.4667,171.2,9.71,71,100,7.74,NZ,1690879657
494,dutsen wai,10.8501,8.199,23.74,82,100,4.89,NG,1690879702
495,icano,-28.9193,-65.3282,18.2,56,0,2.02,AR,1690879702
496,morbi,22.8167,70.8333,31.82,61,83,10.17,IN,1690879703
497,forster,-32.1667,152.5167,10.21,91,0,2.66,AU,1690879703
498,nishon tumani,38.694,65.6751,40.14,12,0,8.23,UZ,1690879703
499,tommot,58.9564,126.2925,18.76,52,15,3.07,RU,1690879704
500,zunyi,27.6867,106.9072,28.73,69,42,2.81,CN,1690879704
501,sao luis do quitunde,-9.3183,-35.5611,21.69,90,78,1.36,BR,1690879704
502,moro,26.6646,68.0016,41.85,28,1,3.38,PK,1690879705
503,langsa,4.4683,97.9683,24.93,95,100,0.46,ID,1690879705
504,santa elena de uairen,4.6167,-61.1333,18.18,90,51,1.14,VE,1690879706
505,taulaga,-11.0553,-171.0883,28.09,76,19,5.66,AS,1690879706
506,la'ie,21.6477,-157.9253,25.98,75,60,1.34,US,1690879706
507,vorkuta,67.5,64.0,24.35,48,61,3.06,RU,1690879707
508,shalya,57.2471,58.7298,20.13,84,94,2.82,RU,1690879707
509,alofi,-19.0595,-169.9187,19.94,100,100,7.2,NU,1690879707
510,trondheim,63.4305,10.3951,16.03,87,98,2.2,NO,1690879708
511,beinamar,8.6698,15.3813,29.03,63,100,1.98,TD,1690879708
512,zag,46.9441,99.165,16.42,81,87,1.29,MN,1690879709
513,horodyshche,49.2849,31.4451,18.88,87,100,0.36,UA,1690879709
514,oistins,13.0667,-59.5333,27.05,89,40,2.57,BB,1690879709
515,aweil,8.7682,27.4002,26.33,67,100,4.58,SS,1690879710
516,camana,-16.6228,-72.7111,17.59,84,83,3.64,PE,1690879710
517,khujand,40.2853,69.6279,40.6,11,4,5.0,TJ,1690879710
518,gulf shores,30.246,-87.7008,28.33,79,0,0.0,US,1690879711
519,xinyuan,37.3,99.0,17.19,56,96,0.21,CN,1690879711
520,naama,33.2667,-0.3167,26.63,22,6,2.58,DZ,1690879712
521,la voulte-sur-rhone,44.8007,4.7716,26.09,42,100,1.7,FR,1690879712
522,mafinga,-7.25,35.0667,27.93,23,41,2.93,TZ,1690879712
523,huangmei,30.1924,116.025,31.75,70,63,2.41,CN,1690879713
524,shiraz,29.6036,52.5388,37.69,16,0,3.09,IR,1690879713
525,huanren,41.2647,125.3667,27.39,83,100,1.56,CN,1690879713
526,fort mcmurray,56.7268,-111.381,16.77,72,100,3.6,CA,1690879576
527,las lomitas,-24.7096,-60.593,19.62,54,0,2.93,AR,1690879715
528,itaituba,-4.2761,-55.9836,23.43,65,53,1.18,BR,1690879717
529,teruel,40.6667,-0.6667,22.09,34,3,3.42,ES,1690879717
530,lyangasovo,58.5176,49.4472,21.96,71,97,2.13,RU,1690879718
531,mogadishu,2.0371,45.3438,27.93,83,40,7.2,SO,1690879592
532,karratha,-20.7377,116.8463,25.1,45,87,5.69,AU,1690879615
533,mata-utu,-13.2816,-176.1745,27.5,77,42,3.74,WF,1690879719
534,chiredzi,-21.05,31.6667,23.23,36,0,4.64,ZW,1690879719
535,gobabis,-22.45,18.9667,15.09,14,0,6.19,NA,1690879720
536,querecotillo,-4.8378,-80.6456,20.82,79,12,1.35,PE,1690879720
537,howard springs,-12.497,131.047,29.95,35,24,2.3,AU,1690879720
538,port hedland,-20.3167,118.5667,28.03,32,64,6.69,AU,1690879721
539,santo antonio,-6.3106,-35.4789,19.53,96,11,3.34,BR,1690879721
540,dali,25.7,100.1833,23.13,77,100,2.08,CN,1690879552
541,the pas,53.8251,-101.2541,17.01,94,100,2.57,CA,1690879722
542,enewetak,11.3474,162.3373,28.31,79,100,5.85,MH,1690879722
